Nome,Streaming,Url
Anima Yell!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRDKVQ53Y/anima-yell
AzurLane: Slow Ahead!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GQWH0MXPQ/anime-azurlane-slow-ahead
Anime de Training! Ex,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRE5KZQN6/anime-de-training-ex
Anime de Training! XX,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRE5KZQN6/anime-de-training-ex
Anime KAPIBARASAN,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRZ43X7DY/anime-kapibarasan
Anime-Gataris,crunchyroll,https://www.crunchyroll.com/pt-br/series/G65VGQJ86/anime-gataris
Anne-Happy,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYWE2J9JY/anne-happy
Anohana: The Flower We Saw That Day,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR19X2G26/anohana-the-flower-we-saw-that-day
Another,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR09X52WR/another
Anti-Magic Academy: The 35th Test Platoon,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRZXDKNVY/anti-magic-academy-the-35th-test-platoon
Ao-chan Can't Study!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY3K9XM9Y/ao-chan-cant-study
Aoashi,crunchyroll,https://www.crunchyroll.com/pt-br/series/G4PH0WX5J/aoashi
World War Blue,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY49PZ78R/aoi-sekai-no-chushin-de
AOKANA: Four Rhythm Across the Blue,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYMGPXKVY/aokana-four-rhythm-across-the-blue
Aooni The Blue Monster,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRZXQJK3Y/aooni-the-blue-monster
Ao Oni The Animation,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRZXQJK3Y/aooni-the-blue-monster
APPARE-RANMAN!,crunchyroll,https://www.crunchyroll.com/pt-br/series/G5PHNMW9N/appare-ranman
Are You Lost?,crunchyroll,https://www.crunchyroll.com/pt-br/series/G69VE9W4Y/are-you-lost
Arifureta: From Commonplace to World's Strongest,crunchyroll,https://www.crunchyroll.com/pt-br/series/G4PH0WXD1/arifureta-from-commonplace-to-worlds-strongest
Arifureta: From Commonplace to World's Strongest Season 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/G4PH0WXD1/arifureta-from-commonplace-to-worlds-strongest
Arifureta Shokugyou de Sekai Saikyou 2nd season Special,crunchyroll,https://www.crunchyroll.com/pt-br/series/G4PH0WXD1/arifureta-from-commonplace-to-worlds-strongest
Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou,crunchyroll,https://www.crunchyroll.com/pt-br/series/G4PH0WXD1/arifureta-from-commonplace-to-worlds-strongest
Arknights: PRELUDE TO DAWN,crunchyroll,https://www.crunchyroll.com/pt-br/series/GG5H5X3VN/arknights-prelude-to-dawn
Armor Shop for Ladies & Gentlemen,crunchyroll,https://www.crunchyroll.com/pt-br/series/GZJH3DWPV/armor-shop-for-ladies--gentlemen
Armor Shop for Ladies & Gentlemen Flips the Script,crunchyroll,https://www.crunchyroll.com/pt-br/series/GZJH3DWPV/armor-shop-for-ladies--gentlemen
Armor Shop for Ladies & Gentlemen II,crunchyroll,https://www.crunchyroll.com/pt-br/series/GZJH3DWPV/armor-shop-for-ladies--gentlemen
ARP Backstage Pass,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRQWDD29R/arp-backstage-pass
ARP Backstage Pass: Paradise,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRQWDD29R/arp-backstage-pass
Arte,crunchyroll,https://www.crunchyroll.com/pt-br/series/GDKHZEDPM/arte
As Miss Beelzebub Likes it.,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRJ0K0ZDY/as-miss-beelzebub-likes-it
Ascendance of a Bookworm,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6793XKZY/ascendance-of-a-bookworm
Ascendance of a Bookworm Side Story,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6793XKZY/ascendance-of-a-bookworm
Ascendance of a Bookworm Part 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6793XKZY/ascendance-of-a-bookworm
Ascendance of a Bookworm Season 3,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6793XKZY/ascendance-of-a-bookworm
Asobi Asobase - workshop of fun -,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6MEG24VR/asobi-asobase---workshop-of-fun--
Asobi ni Ikuyo: Bombshells from the Sky,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6WE417M6/asobi-ni-ikuyo-bombshells-from-the-sky
Assassination Classroom,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRE59JGX6/assassination-classroom
Assassination Classroom 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRE59JGX6/assassination-classroom
ASSASSINS PRIDE,crunchyroll,https://www.crunchyroll.com/pt-br/series/G60X4P8GR/assassins-pride
Assault Lily BOUQUET,crunchyroll,https://www.crunchyroll.com/pt-br/series/GEXH3WK20/assault-lily-bouquet
Asteroid in Love,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRMEJX3VY/asteroid-in-love
ASTRA LOST IN SPACE,crunchyroll,https://www.crunchyroll.com/pt-br/series/GMEHMEWZM/astra-lost-in-space
Attack on Titan,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan Season 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan Season 3,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan Season 3 Part 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan Final Season,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan Final Season Part 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan Final Season THE FINAL CHAPTERS Special 1,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan: No Regrets,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan OVA,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan: Lost Girls,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR751KNZY/attack-on-titan
Attack on Titan: Junior High,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR758GE5Y/attack-on-titan-junior-high
Aware! Meisaku-kun,crunchyroll,https://www.crunchyroll.com/pt-br/series/G79H235XP/aware-meisaku-kun
Ayakashi Triangle,crunchyroll,https://www.crunchyroll.com/pt-br/series/GZJH3D0X5/ayakashi-triangle
AZUR LANE,crunchyroll,https://www.crunchyroll.com/pt-br/series/G9VHN9P49/azur-lane
BACK ARROW,crunchyroll,https://www.crunchyroll.com/pt-br/series/G24H1N3J4/back-arrow
Backflip!!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3NEV/backflip
Backflip!! The Movie,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3NEV/backflip
BAKUMATSU,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6J0KWNDR/bakumatsu
BAKUMATSU Crisis,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6J0KWNDR/bakumatsu
Bananya,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY2PW4EMY/bananya
Bananya and the Curious Bunch,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY2PW4EMY/bananya
BanG Dream! Poppin' Dream!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GW4HM7G1X/bang-dream-movies
BanG Dream! Episode of Roselia I: Promise,crunchyroll,https://www.crunchyroll.com/pt-br/series/GW4HM7G1X/bang-dream-movies
BanG Dream! Episode of Roselia II: Song I am,crunchyroll,https://www.crunchyroll.com/pt-br/series/GW4HM7G1X/bang-dream-movies
BanG Dream! FILM LIVE 2nd Stage,crunchyroll,https://www.crunchyroll.com/pt-br/series/GW4HM7G1X/bang-dream-movies
"Banished from the Hero’s Party, I Decided to Live a Quiet Life in the Countryside",crunchyroll,https://www.crunchyroll.com/pt-br/series/G9VHN974E/banished-from-the-heros-party-i-decided-to-live-a-quiet-life-in-the-countryside
Barakamon,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYMGD89VY/barakamon
Basilisk,crunchyroll,https://www.crunchyroll.com/pt-br/series/G65V1GV06/basilisk
Basilisk: The Ouka Ninja Scrolls,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6NQ9PX36/basilisk--the-ouka-ninja-scrolls
BASTIONS,crunchyroll,https://www.crunchyroll.com/pt-br/series/G9VHN9Q2D/bastions
Battle Athletes Victory ReSTART!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GNVHKNGMQ/battle-athletes-victory-restart
Battle Game in 5 Seconds,crunchyroll,https://www.crunchyroll.com/pt-br/series/G8DHV7DG7/battle-game-in-5-seconds
Battle Girls: Time Paradox,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYVNDJDD6/battle-girls---time-paradox
BBK/BRNK,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRVNE09QY/bbkbrnk
BBK/BRNK The Gentle Giants of the Galaxy,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRVNE09QY/bbkbrnk
Beast Tamer,crunchyroll,https://www.crunchyroll.com/pt-br/series/G8DHV743V/beast-tamer
Beelzebub,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6GG5KQ86/beelzebub
BEM,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3PVQ/bem
BEM: Become Human,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3PVQ/bem
Berserk (2016),crunchyroll,https://www.crunchyroll.com/pt-br/series/GYX04955R/berserk
Berserk 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYX04955R/berserk
Berserk: The Golden Age Arc - Memorial Edition,crunchyroll,https://www.crunchyroll.com/pt-br/series/G24H1N8XX/berserk-the-golden-age-arc---memorial-edition
Between the Sky and Sea,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR8DM280R/between-the-sky-and-sea
BIG ORDER,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6VNEV0QR/big-order
Bikini Warriors,crunchyroll,https://www.crunchyroll.com/pt-br/series/GG5H5X0K0/bikini-warriors
BIRDIE WING -Golf Girls' Story-,crunchyroll,https://www.crunchyroll.com/pt-br/series/GNVHKN714/birdie-wing--golf-girls-story-
BIRDIE WING -Golf Girls’ Story- Season 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GNVHKN714/birdie-wing--golf-girls-story-
Black Blood Brothers,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYX05GE8R/black-blood-brothers
Black Butler: Book of Circus,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYNQP780Y/black-butler-book-of-circus
Black Cat,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYWEQW20Y/black-cat
Black Cat: The Distant Cat,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYWEQW20Y/black-cat
Black Clover,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRE50KV36/black-clover
Black★Rock Shooter (TV),crunchyroll,https://www.crunchyroll.com/pt-br/series/GMEHME53W/black-rock-shooter
Black Summoner,crunchyroll,https://www.crunchyroll.com/pt-br/series/GVDHX8JJE/black-summoner
BLACKFOX,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR24JJ086/blackfox
Blade & Soul,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRGG4VMER/blade-and-soul
Blade Runner: Black Out 2022,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR09Z7W7R/blade-runner-black-out-2022
Blade Runner: Black Lotus,crunchyroll,https://www.crunchyroll.com/pt-br/series/GZJH3DPK0/blade-runner-black-lotus
Bladedance of Elementalers,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYWEZ45QY/bladedance-of-elementalers
Blassreiter,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRVNX903Y/blassreiter
BLEND-S,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYJQ430W6/blend-s
Blood Blockade Battlefront,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRWEQEZER/blood-blockade-battlefront
Blood Blockade Battlefront & Beyond,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRWEQEZER/blood-blockade-battlefront
Bloodivores,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR7527XMY/bloodivores
Blue Exorcist,crunchyroll,https://www.crunchyroll.com/pt-br/series/G649PJ0JY/blue-exorcist
Blue Reflection Ray,crunchyroll,https://www.crunchyroll.com/pt-br/series/GQWH0M7XD/blue-reflection-ray
BLUELOCK,crunchyroll,https://www.crunchyroll.com/pt-br/series/G4PH0WEKE/blue-lock
BOCCHI THE ROCK!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3P19/bocchi-the-rock
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",crunchyroll,https://www.crunchyroll.com/pt-br/series/GKEH2G428/bofuri-i-dont-want-to-get-hurt-so-ill-max-out-my-defense
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",crunchyroll,https://www.crunchyroll.com/pt-br/series/GKEH2G428/bofuri-i-dont-want-to-get-hurt-so-ill-max-out-my-defense
"Boku-no-imoutowa""Osaka-okan""",crunchyroll,https://www.crunchyroll.com/pt-br/series/GYE5MPJ0R/boku-no-imoutowaosaka-okan
Bokurano,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRWE288NR/bokurano
Bonjour♪Sweet Love Patisserie,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYVN38JP6/bonjoursweet-love-patisserie
Bono Bono (2016),crunchyroll,https://www.crunchyroll.com/pt-br/series/G675K0G3R/bono-bono
Boogiepop and Others,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYJ0J3M06/boogiepop-and-others
Bungaku Shoujo,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYP8P4NWY/book-girl
Bottom-Tier Character Tomozaki,crunchyroll,https://www.crunchyroll.com/pt-br/series/GDKHZEWP9/bottom-tier-character-tomozaki
Bottom-Tier Character Tomozaki OVA,crunchyroll,https://www.crunchyroll.com/pt-br/series/GDKHZEWP9/bottom-tier-character-tomozaki
Brave Witches,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRMG1D55R/brave-witches
Break Ups,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6JQ0M9WR/break-ups
Brothers Conflict,crunchyroll,https://www.crunchyroll.com/pt-br/series/G63VXEQNY/brothers-conflict
Brynhildr in the Darkness,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6WEMP106/brynhildr-in-the-darkness
Buddy Complex,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYE5Z94VR/buddy-complex
Buddy Daddies,crunchyroll,https://www.crunchyroll.com/pt-br/series/GG5H5X3DE/buddy-daddies
BUILD-DIVIDE -#000000- CODE BLACK,crunchyroll,https://www.crunchyroll.com/pt-br/series/GG5H5XDE1/build-divide--000000--code-black
BUILD-DIVIDE -#​FFFFFF- CODE WHITE,crunchyroll,https://www.crunchyroll.com/pt-br/series/GG5H5XDE1/build-divide--000000--code-black
Bungo and Alchemist -Gears of Judgement-,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM377D/bungo-and-alchemist--gears-of-judgement-
Bungo Stray Dogs,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR5VXQ8PR/bungo-stray-dogs
Bungo Stray Dogs 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR5VXQ8PR/bungo-stray-dogs
Bungo Stray Dogs 2: Walking Alone,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR5VXQ8PR/bungo-stray-dogs
Bungo Stray Dogs 3,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR5VXQ8PR/bungo-stray-dogs
Bungo Stray Dogs 4,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR5VXQ8PR/bungo-stray-dogs
Bungo Stray Dogs: DEAD APPLE,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR5VXQ8PR/bungo-stray-dogs
Bungo Stray Dogs WAN!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GMEHMEN75/bungo-stray-dogs-wan
Bureau of Paranormal Investigation,crunchyroll,https://www.crunchyroll.com/pt-br/series/G8DHV7478/bureau-of-paranormal-investigation
BURN THE WITCH,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRPP77VJR/burn-the-witch
Burning Kabaddi,crunchyroll,https://www.crunchyroll.com/pt-br/series/G9VHN9W5J/burning-kabaddi
Burst Angel,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRK5VPPW6/burst-angel
Bakuretsu Tenshi: Infinity,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRK5VPPW6/burst-angel
Butlers x Battlers,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRMEKQW4Y/butlers-x-battlers
By the Grace of the Gods,crunchyroll,https://www.crunchyroll.com/pt-br/series/GP5HJ85ED/by-the-grace-of-the-gods
By the Grace of the Gods 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GP5HJ85ED/by-the-grace-of-the-gods
C3,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRP58JGDR/c3-anime
C3: Outdoor School Confusion,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRP58JGDR/c3-anime
Calamity of a Zombie Girl,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYNVQ5PZR/calamity-of-a-zombie-girl
Caligula,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6DK9M29R/caligula
Campfire Cooking in Another World with My Absurd Skill,crunchyroll,https://www.crunchyroll.com/pt-br/series/GG5H5X3EE/campfire-cooking-in-another-world-with-my-absurd-skill
Campione!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR19QV096/campione
Cardcaptor Sakura: Clear Card,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6JQXP48R/cardcaptor-sakura-clear-card
Cardfight!! Vanguard Extra Story -if-,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRXJ9X5EY/cardfight-vanguard
Cardfight!! Vanguard overDress,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3NJ5/cardfight-vanguard-overdress
Cardfight!! Vanguard overDress Season 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3NJ5/cardfight-vanguard-overdress
Cardfight!! Vanguard will+Dress,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3NJ5/cardfight-vanguard-overdress
Cardfight!! Vanguard will+Dress Season 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GXJHM3NJ5/cardfight-vanguard-overdress
Case File nº221: Kabukicho,crunchyroll,https://www.crunchyroll.com/pt-br/series/GG5H5X35K/case-file-n221-kabukicho
Case File nº221: Kabukicho OVA,crunchyroll,https://www.crunchyroll.com/pt-br/series/GG5H5X35K/case-file-n221-kabukicho
Casshern Sins,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYNQEDGGY/casshern-sins
Cautious Hero: The Hero Is Overpowered but Overly Cautious,crunchyroll,https://www.crunchyroll.com/pt-br/series/GNVHKN78X/cautious-hero-the-hero-is-overpowered-but-overly-cautious
Cells at Work!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR3KVPQER/cells-at-work
Cells at Work!: The Common Cold,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR3KVPQER/cells-at-work
Cells at Work!!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR3KVPQER/cells-at-work
Cells at Work! CODE BLACK,crunchyroll,https://www.crunchyroll.com/pt-br/series/GDKHZE13M/cells-at-work-code-black
Cerberus,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY5VXG95Y/cerberus
CESTVS -The Roman Fighter-,crunchyroll,https://www.crunchyroll.com/pt-br/series/GZJH3D732/cestvs--the-roman-fighter-
Chaika -The Coffin Princess-,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYZX2XE46/chaika-the-coffin-princess-
Chaika -The Coffin Princess- AVENGING BATTLE,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYZX2XE46/chaika-the-coffin-princess-
Chain Chronicle - The Light of Haecceitas -,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY8VQJM0Y/chain-chronicle---the-light-of-haecceitas--
Chain Chronicle: Haecceitas no Hikari Part 1,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY8VQJM0Y/chain-chronicle---the-light-of-haecceitas--
Chain Chronicle: Haecceitas no Hikari Part 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY8VQJM0Y/chain-chronicle---the-light-of-haecceitas--
Chain Chronicle: Haecceitas no Hikari Part 3,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY8VQJM0Y/chain-chronicle---the-light-of-haecceitas--
Chainsaw Man,crunchyroll,https://www.crunchyroll.com/pt-br/series/GVDHX8QNW/chainsaw-man
Chaos Dragon,crunchyroll,https://www.crunchyroll.com/pt-br/series/G69PZV9VY/chaos-dragon
Chaos;Child,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR497ZW36/chaoschild
Charlotte,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYGG99WDY/charlotte
Cheating Craft,crunchyroll,https://www.crunchyroll.com/pt-br/series/G69PM13DY/cheating-craft
Chihayafuru,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYGG57V3Y/chihayafuru
Chihayafuru 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYGG57V3Y/chihayafuru
Chihayafuru 3,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYGG57V3Y/chihayafuru
Chillin' in My 30s after Getting Fired from the Demon King's Army,crunchyroll,https://www.crunchyroll.com/pt-br/series/G79H23XWZ/chillin-in-my-30s-after-getting-fired-from-the-demon-kings-army
Chio's School Road,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY1X93P7Y/chios-school-road
Chiruran 1/2,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6X02X3EY/chiruran-12
Chitose Get You!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYGGVPV8Y/chitose-get-you
Chrono Crusade,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYGGXP7EY/chrono-crusade
CHRONOS RULER,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR2P942JR/chronos-ruler
Cinderella Chef,crunchyroll,https://www.crunchyroll.com/pt-br/series/G0XHWM45M/cinderella-chef
Cinderella Nine,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY5P48E7Y/cinderella-nine
Cinderella Nine: The Story Continues,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY5P48E7Y/cinderella-nine
citrus,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY5V74MPY/citrus
Classroom of the Elite,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRVN8MNQY/classroom-of-the-elite
Classroom of the Elite Season 2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRVN8MNQY/classroom-of-the-elite
Claymore,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRMEKVG8Y/claymore
Clean Freak! Aoyama kun,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYNQZQ3XY/clean-freak-aoyama-kun
Clockwork Planet,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRWE1330R/clockwork-planet
Code Geass: Lelouch of the Rebellion,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY2P9ED0Y/code-geass
Code Geass: Lelouch of the Rebellion R2,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY2P9ED0Y/code-geass
Code Geass: Lelouch of the Rebellion I - Initiation,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY2P9ED0Y/code-geass
Code Geass: Lelouch of the Rebellion II - Transgression,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY2P9ED0Y/code-geass
Code Geass: Lelouch of the Rebellion III - Glorification,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY2P9ED0Y/code-geass
Code Geass: Lelouch of the Re;surrection,crunchyroll,https://www.crunchyroll.com/pt-br/series/GY2P9ED0Y/code-geass
Code Geass: Akito the Exiled - The Wyvern Arrives,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRP585ZQR/code-geass---akito-the-exiled
Code Geass: Akito the Exiled - The Wyvern Divided,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRP585ZQR/code-geass---akito-the-exiled
Code Geass: Akito the Exiled - The Brightness Falls,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRP585ZQR/code-geass---akito-the-exiled
Code Geass: Akito the Exiled - Memories of Hatred,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRP585ZQR/code-geass---akito-the-exiled
Code Geass: Akito the Exiled - To Beloved Ones,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRP585ZQR/code-geass---akito-the-exiled
Code: Realize ~Guardian of Rebirth~,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR9P90D16/code-realize-guardian-of-rebirth
Code: Realize ~Guardian of Rebirth~ Set a thief to catch a thief,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR9P90D16/code-realize-guardian-of-rebirth
Code:Breaker,crunchyroll,https://www.crunchyroll.com/pt-br/series/G0XHWM41M/codebreaker
Combatants Will Be Dispatched!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GQWH0M98E/combatants-will-be-dispatched
Comic Girls,crunchyroll,https://www.crunchyroll.com/pt-br/series/G64PVJGWR/comic-girls
Comic Party Revolution,crunchyroll,https://www.crunchyroll.com/pt-br/series/G79H23X42/comic-party-revolution
Comical Psychosomatic Medicine,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR9P3EP36/comical-psychosomatic-medicine
Why Raeliana Ended Up at the Duke’s Mansion,crunchyroll,https://www.crunchyroll.com/pt-br/series/GVDHX8Q71/why-raeliana-ended-up-at-the-dukes-mansion
Conception,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR1XQ92VR/conception
Concrete Revolutio,crunchyroll,https://www.crunchyroll.com/pt-br/series/GJ0H7Q8W3/concrete-revolutio
Concrete Revolutio: THE LAST SONG,crunchyroll,https://www.crunchyroll.com/pt-br/series/GJ0H7Q8W3/concrete-revolutio
Convenience Store Boy Friends,crunchyroll,https://www.crunchyroll.com/pt-br/series/G6197910Y/convenience-store-boy-friends
Cop Craft,crunchyroll,https://www.crunchyroll.com/pt-br/series/G4PH0WZ5E/cop-craft
Coyote Ragtime Show,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYX0DW78R/coyote-ragtime-show
The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far,crunchyroll,https://www.crunchyroll.com/pt-br/series/GVDHX8QK5/the-aristocrats-otherworldly-adventure-serving-gods-who-go-too-far
Crossing Time,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR3K1E3DR/crossing-time
CUE!,crunchyroll,https://www.crunchyroll.com/pt-br/series/G8DHV7W3N/cue
Cute High Earth Defense Club LOVE!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GRZX20P8Y/cute-high-earth-defense-club-love
D-Frag!,crunchyroll,https://www.crunchyroll.com/pt-br/series/GR8V02Q7R/d-frag
D.Gray-man HALLOW,crunchyroll,https://www.crunchyroll.com/pt-br/series/G609GE8M6/dgray-man
D4DJ First Mix,crunchyroll,https://www.crunchyroll.com/pt-br/series/GYGVN57EY/d4dj-first-mix
